"","score","text"
"905",0,"you guys are killing our business over days no internet work phone or emails ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed"
"906",0,"hires to assess after multiple outages"
"907",-2,"seriously are blaming this guy for slowing down speeds sydney wide they slowed it down for the hell of it"
"908",1,"you charge customes like wounded bulks and do not provide the service for which you repeatedly take money"
"909",2,"would love to have internet access on my g card right now"
"910",1,"telstra super appoints cio from willis towers watson"
"911",-1,"terrible telstra outages everything you didn t want to know you can now know"
"912",-1,"terrible telstra outages everything you didn t want to know you can now know sydney — during…"
"913",0,"enjoy terrible outages everything you didn t want to know you can now know"
"914",0,"now it loads"
"915",1,"spoke with data guy won’t apologise for downloading gb worth of content blames telstra https t…"
"916",1,"spoke with data guy won’t apologise for downloading gb worth of content blames telstra"
"917",0,"wants suppliers to explain why its network keeps going down"
"918",0,"data guy’s downloads were equivalent to this much cash"
"919",-1,"again no coverage don t tell me to turn my device off and on again it s your problem not mine"
"920",1,"free of charge data day april"
"921",1,"free guy devours almost tb in a day way to go"
"922",0,"for with day"
"923",0,"finally explains repeated outages"
"924",0,"telstra mobile broadband outages finally explained"
"925",0,"telstra finally explains outages"
"926",2,"s free data day leads to tb usage by one resident
read more"
"927",1,"telstra s support for same sex marriage will be interrupted from pm til am every thursday and sunday 
 …"
"928",0,"is discriminating against me and only giving me g signal"
"929",0,"s l o w c l a p"
"930",3,"my mum is awesome from supporting a basic human right"
"931",-1,"is there a in the area cloud based office ground to a halt with no internet"
"932",-1,"really disappointed in wasn t good but retracting support is weak shameful and m…"
"933",-1,"i m sorry i ve stayed away so long but will you have me and all my gays ed u a u bc ed u bc u ed u a u bd ed u b u ad"
"934",-2,"the catholic church must have a hell of a lot on money invested in this company a hell of a lot"
"935",-2,"really disappointed in wasn t good but retracting support is weak shameful and misguided"
"936",0,"i’m gonna start using my data exclusively for grindr and hardcore gay porn …"
"937",0,"i’m gonna start using my data exclusively for grindr and hardcore gay porn"
"938",2,"so telstra how much does supporting freedom cost"
"939",0,"i m with dodo and which runs via a telstra phone line and that s down too"
"940",1,"telstra s support for same sex marriage will be interrupted from pm til am every thursday and sunday"
"941",-1,"fuck you i will never support your brand ever again you backward cowards"
"942",-2,"what a disaster telstra you never give in to terrorism"
"943",-2,"service amp catholic church service both grossly inadequate for the needs of the st century"
"944",0,"perhaps are hoping for another to stop people from calling to leave"
"945",-1,"is there a risk those rainbow colours will cause a"
"946",0,"i love how catholic church is trending for all the wrong reasons"
"947",0,"yesterday i was h from melbourne and could hardly get mobile signal what is the site to check outages"
"948",1,"ftw since sunday i have had to deal wit dial up speed"
"949",0,"backs down on after catholic church threatens to excommunicate its telephone lines"
"950",0,"since march fed up"
"951",2,"more outages this morning enough is enough"
"952",0,"is there another outage"
"953",0,"what is going on today"
"954",0,"no coverage fitzroy"
"955",0,"says it all"
"956",-1,"we were told would be until april shop today advises the lack of service will be until th april"
"957",1,"hehehe
 a company that has a reliable network"
"958",0,"so over it my data has not been working all day"
"959",0,"you fkn reckon how about every day for the last month"
"960",0,"actually according to your link your experiencing long delays 
priceless"
"961",0,"gutted minutes to go in nail biter does it again"
"962",0,"what is happening in mont albert victoria just been told we will have no internet for days no info on website"
"963",0,"we have no internet and no phone connection for the last days what s going on post code rivervale wa"
"964",1,"entitled to more than a free data day assoc prof aviva freilich explains"
"965",0,"edge i m on the edge network atm that s how patchy your reception is"
"966",0,"another telstra outage for home internet with a day etc and no explanation anymore more info"
"967",0,"news at"
"968",-1,"is anyone else have tech issues with telstra broadband cable"
"969",0,"is permanent in coolangatta"
"970",0,"how does a service start working after days with zero communications from any service provider"
"971",-1,"the reason behind last nites it s just not funny anymore compensation please"
"972",-1,"to the extreme side outages over many days is crap"
"973",0,"it is still down with no plan or communication to resolve all round f n"
"974",1,"looks like another"
"975",0,"my newest article"
"976",-1,"no adsl at here we go again time for some monetary compensation for lost services"
"977",0,"hey no internet here at"
"978",0,"more no internet what are you doing"
"979",-2,"don t know but people are reporting issues i am also having issues"
"980",0,"lot s of problems right now getting pissed"
"981",0,"no broadband again"
"982",1,"looks like another bendigo and victoria no data for the past hour"
"983",0,"checkout why broadband internet amp wifi down in"
"984",-1,"another at postcode this is getting beyond a joke"
"985",0,"days after i report an outage that both you and know nothing about another is know known"
"986",-1,"adsl in surfside is so slow"
"987",0,"again no cable broadband in north manly"
"988",1,"reported outage with cable broadband yesterday effects service no updates even though they promised"
"989",2,"day of interesting how the service status page isn t mobile friendly"
"990",-1,"wtf is this network couldn t even watch the movie online is there any way i can get rid of this"
"991",-1,"umm yes i would if your service hadn t become as bad as used to be"
"992",-1,"unable to make calls send texts receive calls another pcode ed u a u bd ed u b u"
"993",-1,"wtf"
"994",0,"network outages finally explained"
"995",2,"now my messagebank is not available after missing an important call telstra is getting seriously random"
